"Story","Title","Result","Date","Stability","Duration (s)"
"Search by keyword","Searching for a term","SUCCESS","2021-10-06T19:40:35.242Z[Etc/UTC]","0.0","10.13"
"Search by keyword","Try to search without term","SUCCESS","2021-10-06T19:40:45.557Z[Etc/UTC]","0.0","2.43"
